sprint,item_id,title,registry_status,files_touched,art1_intake,art2_impact_analysis,art3_implementation_plan,art4_code_gate,art5_impl_summary_qa,art6_owner_smoke_signoff,art0_session_start,missing_count,severity,existing_docs_path,owner_verified_in_prose,tracked_in_open_gaps,estimated_doc_effort_hrs,recommended_action,notes,audit_revision,archived
POS 3 0,BUG-106,CRM Notes API,CRM-BLOCKED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,MISSING,0,RESOLVED,memory/bugs/intake/BUG_098_INTAKE_2026_05_30.md; memory/bugs/intake/BUG-106_INTAKE_2026_05_30.md; memory/crs/intake/BUG-106_INTAKE_2026_05_30.md; control/SUBSUMED_BACKLOG_OWNER_ATTESTATION_2026_05_30.md; memory/change_requests/final_sprint_reconciliation/POS3_0_CR_WAVE_1_OWNER_APPROVAL_PLAN_2026_05_18.md,N,N,2,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,Y
POS 3 0,BUG-107,CRM Insights API,CRM-BLOCKED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,MISSING,0,RESOLVED,memory/crs/intake/BUG-107_INTAKE_2026_05_30.md; memory/bugs/POS3_0_BUG_IMPACT_ANALYSIS_ADDENDUM.md; memory/change_requests/final_sprint_reconciliation/POS3_0_BUG_FIX_MASTER_IMPLEMENTATION_PLAN_2026_05_18.md; memory/change_requests/final_sprint_reconciliation/POS3_0_CR_MASTER_PLANNING_2026_05_18.md; memory/change_requests/final_sprint_reconciliation/POS3_0_BUG_FIX_PLANNING_CLOSURE_ADDENDUM_2026_05_18.md,N,N,2,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,Y
POS 3 1,BUG-111 P1+P2,Grand Total + server-driven breakdown,SHIPPED + VERIFIED,"CartPanel.jsx, OrderEntry.jsx",MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,6,CRITICAL,,Y,N,2,Awaiting scanner evidence pass,Added 2026-05-30 CR→CSV sync v2.7 (category: SHIPPED),v2.9_2026_05_30,
CRM 2 0,CR-001,Customer Notes Suggestion,SUBSUMED into CR-002,,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,MISSING,0,RESOLVED,memory/crm/crm_2_0/discovery/CRM2_0_CR_001_CUSTOMER_NOTES_SUGGESTION_DISCOVERY_2026_05_26.md; memory/crm/crm_2_0/implementation/CRM2_0_CR_001_CUSTOMER_NOTES_REQUIREMENTS_FREEZE_2026_05_26.md; memory/crm/crm_2_0/implementation/CRM2_0_CR_002_CROSS_SELL_REQUIREMENTS_FREEZE_2026_05_26.md; memory/crm/crm_2_0/contract/CRM2_0_CR_001_CUSTOMER_NOTES_CONTRACT_FREEZE_2026_05_26.md; memory/crm/crm_2_0/contract/CRM2_0_CR_002_CROSS_SELL_CONTRACT_FREEZE_2026_05_26.md,N,N,2,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,Y
CRM 2 0,CR-003,Tab,NOT_STARTED,,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,MISSING,0,RESOLVED,memory/change_requests/final_sprint_reconciliation/POS3_0_BUG_108_COUPON_CRM_CONTRACT_GAP_AND_QUESTIONS_2026_05_25.md; memory/change_requests/final_sprint_reconciliation/POS3_0_BUG_108_COUPON_LOYALTY_WALLET_CRM_API_DISCOVERY_PLAN_2026_05_22.md; memory/crs/intake/CR-003_INTAKE_2026_05_30.md; control/SUBSUMED_BACKLOG_OWNER_ATTESTATION_2026_05_30.md; memory/change_requests/BASELINE_RECONCILIATION_REPORT_2026_05_04.md,N,N,2,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,Y
CRM 2 0,CR-004,Up-sell,NOT_STARTED,,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,MISSING,0,RESOLVED,memory/bugs/BUG_048_INTAKE.md; memory/crs/intake/CR-009_INTAKE_2026_05_30.md; memory/crs/intake/CR-004_INTAKE_2026_05_30.md; control/SUBSUMED_BACKLOG_OWNER_ATTESTATION_2026_05_30.md; memory/change_requests/BASELINE_RECONCILIATION_REPORT_2026_05_04.md,N,N,2,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,Y
CRM 2 0,CR-005,Wallet,NOT_STARTED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,MISSING,0,RESOLVED,memory/change_requests/final_sprint_reconciliation/POS3_0_BUG_097_104_CONTINUATION_PLANNING_2026_05_20.md; memory/crs/intake/CR-009_INTAKE_2026_05_30.md; memory/crs/intake/CR-005_INTAKE_2026_05_30.md; control/SUBSUMED_BACKLOG_OWNER_ATTESTATION_2026_05_30.md; memory/change_requests/BASELINE_RECONCILIATION_REPORT_2026_05_04.md,N,N,2,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,Y
CRM 2 0,CR-006,Item-level Notes,SUBSUMED into CR-002,,MISSING,PRESENT,PRESENT,MISSING,PRESENT,PRESENT,MISSING,2,MEDIUM,memory/change_requests/BASELINE_RECONCILIATION_REPORT_2026_05_04.md; memory/change_requests/impact_analysis/CR_004_IMPACT_ANALYSIS.md; memory/change_requests/final_sprint_reconciliation/POS3_0_BUG_108_BASELINE_RECONCILIATION_NOTE_2026_05_22.md; memory/change_requests/impact_analysis/FO_B1_01_MULTI_VARIANT_QTY_DISPLAY_FIX_PLAN.md; memory/change_requests/impact_analysis/COMBINED_HYGIENE_9_ITEMS_IMPLEMENTATION_PLAN.md,N,N,2,Write remaining 2 artifact(s); near-closure,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,
CRM 2 0,CR-007,Order-level Notes,SUBSUMED into CR-002,,MISSING,PRESENT,PRESENT,PRESENT,PRESENT,MISSING,MISSING,2,MEDIUM,memory/change_requests/BASELINE_RECONCILIATION_REPORT_2026_05_04.md; memory/change_requests/impact_analysis/POS2_005_F_STATUS_8_HOLD_REROUTE_CR_IMPACT_ANALYSIS_2026_05_08.md; memory/change_requests/impact_analysis/POS2_005_FU_STATUS_8_9_COLLECT_BILL_AND_PG_FILTER_INVESTIGATION_2026_05_09.md; memory/change_requests/impact_analysis/POS2_004_F_STATUS_8_HOLD_PAID_DASHBOARD_INVESTIGATION_2026_05_08.md; memory/change_requests/final_sprint_reconciliation/POS3_0_BUG_108_BASELINE_RECONCILIATION_NOTE_2026_05_22.md,N,N,2,Write remaining 2 artifact(s); near-closure,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,
CRM 2 0,CR-008,Integrations,NOT_STARTED,,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,MISSING,0,RESOLVED,memory/change_requests/post_action_navigation_investigation/POST_ACTION_NAVIGATION_ORDERENTRY_SCOPE_PLAN.md; memory/crs/intake/CR-008_INTAKE_2026_05_30.md; memory/crs/intake/CR-009_INTAKE_2026_05_30.md; control/SUBSUMED_BACKLOG_OWNER_ATTESTATION_2026_05_30.md; memory/change_requests/BASELINE_RECONCILIATION_REPORT_2026_05_04.md,N,N,2,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,Y
CRM 2 0,CR-009,BUG-108 Carryover,NOT_FORMALIZED,,PRESENT,PRESENT,PRESENT,WAIVED,PRESENT,PRESENT,MISSING,0,RESOLVED,memory/crs/intake/CR-009_INTAKE_2026_05_30.md; control/SUBSUMED_BACKLOG_OWNER_ATTESTATION_2026_05_30.md; memory/change_requests/BASELINE_RECONCILIATION_REPORT_2026_05_04.md; memory/change_requests/final_sprint_reconciliation/POS3_0_BUG_108_BASELINE_RECONCILIATION_NOTE_2026_05_22.md; control/OWNER_DECISION_QUEUE.md,N,N,2,All artifacts present (or WAIVED) — archived from active register,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,Y
STANDALONE,Audit Report Optimization,Transform rewrite + dual-mode sheet,SHIPPED,"reportTransform, reportService, OrderDetailSheet, FilterBar, FilterTags, AllOrdersReportPage",MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,6,CRITICAL,,N,N,2,Awaiting scanner evidence pass,Added 2026-05-30 CR→CSV sync v2.7 (category: SHIPPED),v2.9_2026_05_30,
STANDALONE,Order Activity Log,Chronological activity feed per order,"REGISTERED, NOT STARTED",,MISSING,MISSING,MISSING,WAIVED,MISSING,MISSING,MISSING,5,CRITICAL,memory/crs/code_gate_premature/Order_Activity_Log_CG_PREMATURE.md,N,N,2,Awaiting scanner evidence pass,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,
STANDALONE,PROD-HOTFIX-006,Takeaway print: custPhone empty,INTAKE,orderTransform.js or backend template,MISSING,MISSING,MISSING,WAIVED,MISSING,MISSING,MISSING,5,CRITICAL,memory/crs/code_gate_premature/PROD-HOTFIX-006_CG_PREMATURE.md,N,N,2,Awaiting scanner evidence pass,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,
STANDALONE,PROD-HOTFIX-007,Loyalty earn points display,CLOSED — OWNER VERIFIED,"loyaltyTransform.js (+3), CollectPaymentPanel.jsx (+5)",MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,6,CRITICAL,,Y,N,2,Awaiting scanner evidence pass,Added 2026-05-30 CR→CSV sync v2.7 (category: SHIPPED),v2.9_2026_05_30,
STANDALONE,PROD-HOTFIX-008,Manual KOT/Bill print: custName & custPhone NULL,CLOSED — OWNER VERIFIED,orderService.js (+2 lines),MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,6,CRITICAL,,Y,N,2,Awaiting scanner evidence pass,Added 2026-05-30 CR→CSV sync v2.7 (category: SHIPPED),v2.9_2026_05_30,
STANDALONE,DEV-DASHBOARD-001,Internal dev control dashboard (v1.0 + v1.1),CLOSED — OWNER VERIFIED,"/app/frontend/public/__dev/**, /app/scripts/gen_dev_dashboard_config.js (all NEW, isolated; zero touch to /src/)",MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,6,CRITICAL,,Y,N,2,Awaiting scanner evidence pass,Added 2026-05-30 CR→CSV sync v2.7 (category: SHIPPED),v2.9_2026_05_30,
PHASE 3,UX-LOADING-02,Parallel API loading + visible station progress,NEEDS_OWNER_DECISION,,MISSING,MISSING,MISSING,WAIVED,MISSING,MISSING,MISSING,5,CRITICAL,memory/crs/code_gate_premature/UX-LOADING-02_CG_PREMATURE.md,N,N,2,Awaiting scanner evidence pass,Added 2026-05-30 CR→CSV sync v2.7 (category: OTHER),v2.9_2026_05_30,
